,class,comment,full_class,subclass
77,2,"Vaccination started on day 30, but curve smoothing should appear by day 45.",2.1,1
78,2,"School closures are modeled immediately—realistically, household transmission continues for weeks.",2.1,1
79,2,The mask mandate’s effect is visible too soon—population compliance builds gradually.,2.1,1
80,2,Travel bans show instant effect—imported cases should decline over 1-2 incubation periods.,2.1,1
81,2,The curve reflects testing expansion immediately—diagnostic delays create lags.,2.1,1
82,2,"Quarantine’s impact is modeled day 1—realistically, index cases take time to isolate.",2.1,1
83,2,The contact tracing effect is instantaneous—operational delays create a 1-week lag.,2.1,1
84,2,The antiviral rollout reduces deaths immediately—clinical deployment takes weeks.,2.1,1
85,2,Curfew effects appear overnight—behavioral adaptation takes days.,2.1,1
86,2,The border closure’s impact is immediate—residual travel and illegal crossings persist.,2.1,1
87,2,The superspreader event ban lacks delay—existing gatherings cause short-term spikes.,2.1,1
88,2,Vaccine boosters show same-week effects—immune response requires 10-14 days.,2.1,1
89,2,The telework policy reduces transmission instantly—workplace clusters resolve over time.,2.1,1
90,2,The nursing home lockdown effect is immediate—staff transmission continues for days.,2.1,1
91,2,The hospital triage protocol reduces deaths too soon—ICU outcomes lag by weeks.,2.1,1
92,2,The hygiene campaign’s impact is day 1—public awareness builds slowly.,2.1,1
93,2,The quarantine effect is modeled linearly—real-world compliance decays over time.,2.1,1
94,2,The testing surge’s effect is immediate—results and isolation take 3-5 days.,2.1,1
95,2,The variant-specific vaccine shows instant protection—antibody development takes time.,2.1,1
96,2,The mask mandate’s suppression is overestimated—compliance is partial.,2.2,2
97,2,The quarantine impact is understated—household transmission should drop further.,2.2,2
98,2,The vaccination effect is too strong—breakthrough infections are missing.,2.2,2
99,2,The contact tracing efficiency is overstated—real-world uptake is lower.,2.2,2
100,2,The school closure impact is underestimated—child-to-adult transmission is significant.,2.2,2
101,2,The border control effect is oversimplified—leaks and exemptions dilute impact.,2.2,2
102,2,The lockdown stringency is misrepresented—essential workers sustain transmission.,2.2,2
103,2,The antiviral distribution is too uniform—access disparities reduce overall efficacy.,2.2,2
104,2,The superspreader event ban is under-modeled—these drive disproportionate spread.,2.2,2
105,2,The testing policy’s sensitivity is too high—false negatives dilute effectiveness.,2.2,2
106,2,The hygiene campaign’s impact is exaggerated—behavior change is inconsistent.,2.2,2
107,2,The telework reduction in transmission is too optimistic—household contacts remain.,2.2,2
108,2,The nursing home protection is overestimated—staff are vectors.,2.2,2
109,2,The vaccine prioritization is misaligned—high-risk groups were missed.,2.2,2
110,2,The ICU expansion’s mortality reduction is overstated—outcomes depend on staffing.,2.2,2
111,2,The quarantine compliance is idealized—non-adherence reduces effectiveness.,2.2,2
112,2,"The mask quality is uniformly high—in reality, cloth masks offer limited protection.",2.2,2
113,2,The travel ban’s leakiness is ignored—essential travel sustains importation.,2.2,2
114,2,The testing turnaround is unrealistic—delays reduce isolation efficacy.,2.2,2
115,2,The curve does not reflect the new testing policy—cases should rise initially.,2.3,3
116,2,Vaccination rollout is missing—expect a decoupling of cases and deaths.,2.3,3
117,2,No impact from the new quarantine guidelines—household transmission should drop.,2.3,3
118,2,The mask mandate is not modeled—transmission rates should decrease.,2.3,3
119,2,The antiviral availability is ignored—high-risk mortality should decline.,2.3,3
120,2,The seasonal behavior change is missing—summer outdoor activity reduces spread.,2.3,3
121,2,The school reopening impact is absent—pediatric cases should increase.,2.3,3
122,2,The booster campaign is not included—waning immunity should be offset.,2.3,3
123,2,The nursing home vaccination is missing—deaths in elderly should plummet.,2.3,3
124,2,The contact tracing rollout is omitted—cluster transmission should decline.,2.3,3
125,2,The hospital triage protocol is not modeled—mortality spikes during surges.,2.3,3
126,2,The public transport restrictions are ignored—workplace transmission persists.,2.3,3
127,2,The diagnostic accuracy improvement is missing—case detection should rise.,2.3,3
128,2,The variant-specific vaccine update is absent—new waves should be blunted.,2.3,3
129,2,The excess mortality reporting is not included—true deaths are higher.,2.3,3
130,2,The behavioral fatigue effect is missing—compliance wanes over time.,2.3,3
131,2,The wastewater surveillance is not modeled—early detection should flatten curves.,2.3,3
132,2,The heterologous vaccination effect is ignored—immunity breadth is broader.,2.3,3
133,2,The nosocomial infection control is absent—hospital-acquired cases persist.,2.3,3
134,3,The mortality peak lags cases by only 1 week—typically it’s 2-3 weeks.,3.1,1
135,3,The epidemic ends by day 60—historical waves last 4-5 months.,3.1,1
136,3,Hospitalizations peak simultaneously with cases—ICU admissions lag by 10 days.,3.1,1
137,3,The seroprevalence rise is too slow—antibodies appear within 2 weeks post-infection.,3.1,1
138,3,The testing positivity drop is instantaneous—real-world reporting has delays.,3.1,1
139,3,The reinfection wave starts too soon—natural immunity lasts at least 3 months.,3.1,1
140,3,The vaccination effect begins day 1—immune response takes 14 days.,3.1,1
141,3,The lockdown lifting causes an immediate surge—transmission resumes gradually.,3.1,1
142,3,The variant emergence is too abrupt—genomic surveillance takes weeks.,3.1,1
143,3,The excess deaths timeline is misaligned—non-COVID mortality lags.,3.1,1
144,3,The school holiday dip is missing—seasonal breaks reduce transmission.,3.1,1
145,3,The booster campaign’s timing is off—antibody decay takes months.,3.1,1
146,3,The testing ramp-up’s effect is immediate—capacity constraints create lags.,3.1,1
147,3,The antiviral delivery coincides with prescriptions—distribution takes weeks.,3.1,1
148,3,The mask mandate relaxation’s impact is day 1—behavior shifts are gradual.,3.1,1
149,3,The superspreader event’s aftermath is truncated—secondary cases take time.,3.1,1
150,3,The serosurvey results are instantaneous—lab processing creates delays.,3.1,1
151,3,The travel restriction lift causes instant importation—flight resumptions are phased.,3.1,1
152,3,The nosocomial outbreak peaks too early—hospital transmission cascades.,3.1,1
153,3,The post-peak decline is linear—immunity and behavior create nonlinearity.,3.1,1
154,3,The case fatality rate is 5%—expected range is 1-2% with vaccination.,3.2,2
155,3,The reinfection rate is 1%—omicron data suggests 5-10%.,3.2,2
156,3,The hospitalization rate is 20%—current variants average 5-8%.,3.2,2
157,3,"The R₀ is 2.5—given immunity, effective R should be below 1.5.",3.2,2
158,3,The testing coverage is 90%—realistic maximum is 60-70%.,3.2,2
159,3,The vaccine efficacy is 95%—waning and variants reduce to 70-80%.,3.2,2
160,3,The asymptomatic proportion is 10%—recent studies show 30-40%.,3.2,2
161,3,The ICU mortality is 50%—improved care lowers to 20-30%.,3.2,2
162,3,The serial interval is 7 days—omicron data suggests 3-4 days.,3.2,2
163,3,The herd immunity threshold is 70%—immune escape variants raise to 85-90%.,3.2,2
164,3,The contact tracing coverage is 80%—operational limits cap at 50%.,3.2,2
165,3,The mask effectiveness is 90%—cloth masks provide 50-60%.,3.2,2
166,3,The antiviral coverage is 100%—real-world access limits to 60-70%.,3.2,2
167,3,The nosocomial transmission rate is 5%—overwhelmed hospitals reach 15-20%.,3.2,2
168,3,The long COVID prevalence is 5%—meta-analyses suggest 10-20%.,3.2,2
169,3,The booster uptake is 95%—hesitancy limits to 60-70%.,3.2,2
170,3,The test sensitivity is 99%—rapid tests average 70-80%.,3.2,2
171,3,The household secondary attack rate is 20%—unmitigated spreads reach 30-40%.,3.2,2
172,3,The vaccine-induced antibody duration is 1 year—omicron data shows 4-6 months.,3.2,2
173,3,The excess mortality multiplier is 1.2—true pandemic burden is 1.5-2x.,3.2,2
174,4,The peak arrives too soon—mobility data indicates slower growth.,4.1,1
175,4,The outbreak peak is delayed—immunity from prior waves slows spread.,4.1,1
176,4,The peak is misaligned with school terms—reopenings accelerate transmission.,4.1,1
177,4,The peak timing ignores seasonality—winter surges typically occur 2 weeks earlier.,4.1,1
178,4,The model misses the dual-peak pattern—mitigation relaxations cause rebounds.,4.1,1
179,4,The peak coincides with holidays—travel restrictions should delay it.,4.1,1
180,4,The peak is too early for the vaccination rate—immune protection takes longer to build.,4.1,1
181,4,The peak lags behind wastewater trends—viral shedding precedes cases by 1 week.,4.1,1
182,4,The peak precedes the variant’s genomic dominance—strain transition takes time.,4.1,1
183,4,The peak aligns with testing surges—case detection artifacts distort timing.,4.1,1
184,4,The peak is delayed by NPIs—strict measures should push it back 10-14 days.,4.1,1
185,4,The peak is too early given contact rates—social network data shows slower propagation.,4.1,1
186,4,The peak misses the superspreader event’s impact—clusters accelerate timing.,4.1,1
187,4,The peak coincides with a reporting backlog—true peak is earlier.,4.1,1
188,4,The peak is misaligned with seroprevalence—antibody data suggests earlier spread.,4.1,1
189,4,The peak timing ignores healthcare strain—ICU capacity limits alter transmission.,4.1,1
190,4,The peak is too late for the observed growth rate—R₀ miscalibration suspected.,4.1,1
191,4,The peak precedes behavioral changes—fear-driven NPIs typically lag by 1 week.,4.1,1
192,4,The peak aligns with a data artifact—testing policy changes distort curves.,4.1,1
193,4,Peak caseload is overestimated—test positivity suggests lower community spread.,4.2,2
194,4,The peak hospitalizations exceed ICU capacity—real-world data shows rationing.,4.2,2
195,4,The peak deaths are too low—excess mortality data implies undercounting.,4.2,2
196,4,The peak cases are undercounted—testing bottlenecks suppress numbers.,4.2,2
197,4,The peak’s magnitude ignores immunity—prior infections should blunt it.,4.2,2
198,4,The peak caseload lacks geographic variation—hotspots drive disproportional spread.,4.2,2
199,4,The peak hospitalizations mismatch bed counts—real systems have finite capacity.,4.2,2
200,4,The peak deaths align perfectly with cases—delays and reporting lags distort this.,4.2,2
201,4,The peak’s shape is too narrow—superspreading elongates the curve.,4.2,2
202,4,The peak cases exceed plausible attack rates—seroprevalence caps total infections.,4.2,2
203,4,The peak’s secondary wave is missing—behavioral fatigue causes rebounds.,4.2,2
204,4,The peak hospitalizations ignore staffing—real-world care degrades during surges.,4.2,2
205,4,The peak deaths underestimate nursing homes—focused protection was incomplete.,4.2,2
206,4,The peak caseload assumes uniform spread—cluster outbreaks create heterogeneity.,4.2,2
207,4,The peak’s duration is too short—healthcare strain prolongs severe outcomes.,4.2,2
208,4,The peak cases ignore asymptomatic spread—true infections are higher.,4.2,2
209,4,The peak hospitalizations lack age stratification—older populations dominate.,4.2,2
210,4,The peak deaths are misaligned with variants—some strains increase lethality.,4.2,2
211,4,The peak caseload contradicts wastewater data—viral load suggests higher spread.,4.2,2
212,4,The peak’s decline is too steep—long tails are typical post-peak.,4.2,2
0,1,The infection curve is too steep; real-world transmission would show a more gradual incline.,1.1,1
1,1,The peak is too narrow—superspreading events would create a wider plateau.,1.1,1
2,1,The decline phase is too symmetrical; behavioral changes would skew it.,1.1,1
3,1,Secondary waves are missing—consider seasonal reintroduction.,1.1,1
4,1,The curve assumes homogeneous mixing; urban/rural differences would create step-offs.,1.1,1
5,1,No 'shoulder' after initial surge—expected due to partial immunity effects.,1.1,1
6,1,The tail is too short; residual community transmission would prolong it.,1.1,1
7,1,The curve lacks 'sawtooth' patterns from weekend reporting artifacts.,1.1,1
8,1,Asymptomatic carriers aren't reflected—peak should be flatter and broader.,1.1,1
9,1,The rebound after restrictions lift is underestimated.,1.1,1
10,1,Susceptible depletion is too linear—network effects would slow it nonlinearly.,1.2,2
11,1,The model overestimates herd immunity threshold; regional clustering matters.,1.2,2
12,1,"No accounting for demographic heterogeneity (e.g., age-stratified susceptibility).",1.2,2
13,1,The curve drops to zero prematurely—pockets of unexposed populations remain.,1.2,2
14,1,"Replenishment of susceptibles (e.g., births) isn't modeled.",1.2,2
15,1,The decline ignores temporal variation in contact rates.,1.2,2
16,1,Overestimation of cross-immunity from other pathogens.,1.2,2
17,1,No reflection of 'shield immunity' from prior exposure to related strains.,1.2,2
18,1,The slope assumes uniform risk-taking behavior; reality is more segmented.,1.2,2
19,1,Vaccine hesitancy clusters aren't captured—susceptibles persist longer.,1.2,2
20,1,Recovery rate is constant—should vary with healthcare system strain.,1.3,3
21,1,No long-term immunity waning—recovereds should gradually rejoin susceptibles.,1.3,3
22,1,The curve doesn't account for reinfection-driven oscillations.,1.3,3
23,1,Plateau is too abrupt; chronic cases would delay full recovery.,1.3,3
24,1,Recovered numbers lag infections by a fixed interval—real data shows variability.,1.3,3
25,1,No distinction between natural and vaccine-induced immunity in the curve.,1.3,3
26,1,"The recovery trajectory ignores post-acute sequelae (e.g., long COVID).",1.3,3
27,1,Overly optimistic recovery rates—secondary infections depress the curve.,1.3,3
28,1,The model assumes all infected eventually recover; fatal cases skew this.,1.3,3
29,1,Recovery plateaus too early—consider delayed convalescence in elderly.,1.3,3
30,1,"The fatality curve lacks the expected reporting delays (e.g., weekend undercounts).",1.4,4
31,1,Death decline is too sharp—legacy cases from ICU overload would extend it.,1.4,4
32,1,"No mortality 'echo waves' from post-infection complications (e.g., cardiac events).",1.4,4
33,1,The curve ignores seasonal variations in healthcare capacity.,1.4,4
34,1,Case fatality ratio (CFR) is static—should decrease with improved treatments.,1.4,4
35,1,Deaths are perfectly synchronized with infections—real-world lag is 3-4 weeks.,1.4,4
36,1,"No excess mortality from disrupted healthcare (e.g., deferred cancer screenings).",1.4,4
37,1,The tail is too short—legacy deaths from long-term complications are missing.,1.4,4
38,1,Underestimation of nursing home fatalities—these cluster early and steeply.,1.4,4
39,1,The curve doesn't reflect mortality displacement (harvesting effect).,1.4,4
40,2,School closures' impact appears instantaneously—should take 10-14 days.,2.1,1
41,2,Vaccination ramp-up is modeled linearly—real-world delays create S-curve adoption.,2.1,1
42,2,Travel bans show immediate effect; behavioral non-compliance delays impact by 1-2 weeks.,2.1,1
43,2,The 7-day lockdown shows abrupt changes—compliance takes 3+ days to ramp up.,2.1,1
44,2,Testing surge artifacts appear same-day—reporting lags would phase the effect.,2.1,1
45,2,Mask mandates reduce transmission instantly—population adaptation takes 5+ days.,2.1,1
46,2,Curve flattening from telework policies should lag policy start by 2 weeks.,2.1,1
47,2,Vaccine immunity onset (2 weeks post-shot) isn't reflected in the timeline.,2.1,1
48,2,Border closures' impact is immediate—imported cases would trail for 10+ days.,2.1,1
49,2,Contact tracing reduces cases linearly—real-world efficiency decays over time.,2.1,1
50,2,The model overestimates lockdown efficacy—essential workers maintain transmission.,2.2,2
51,2,Curve assumes 100% mask compliance—empirical data suggests 60-70% adherence.,2.2,2
52,2,Vaccination reduces transmission by 80% in model; real-world data shows 40-60%.,2.2,2
53,2,Telework policies only affect 30% of workforce—model applies them universally.,2.2,2
54,2,The 50% mobility reduction translates to 90% transmission drop—implausible.,2.2,2
55,2,Quarantine reduces Re to 0.5—historical data suggests 0.7-0.9 with leakage.,2.2,2
56,2,Model ignores that superspreading events bypass social distancing.,2.2,2
57,2,Curve doesn't reflect that late-stage lockdowns have diminishing returns.,2.2,2
58,2,Testing+isolation reduces spread by 70%—overestimated given asymptomatic transmission.,2.2,2
59,2,The 8pm curfew's impact is overstated—most transmission occurs daytime.,2.2,2
60,2,No visible effect from the 50% vaccination coverage milestone.,2.3,3
61,2,Air filtration upgrades in schools aren't reflected in reduced child cases.,2.3,3
62,2,The curve doesn't account for mandated sick leave reducing workplace outbreaks.,2.3,3
63,2,No impact from the new rapid-testing program at airports.,2.3,3
64,2,Boosters for high-risk groups show no divergence in hospitalizations.,2.3,3
65,2,The model ignores the 20% test positivity threshold triggering stricter measures.,2.3,3
66,2,Antiviral stockpiles should reduce deaths in 60+ cohort—no curve adjustment.,2.3,3
67,2,No effect from the 'work from home if possible' advisory issued on Day 30.,2.3,3
68,2,The 10-day isolation rule reduction isn't modeled in case trajectories.,2.3,3
69,2,Free N95 distribution started on Day 45—expected 15% transmission drop missing.,2.3,3
70,3,Hospitalizations peak 5 days after cases—should be 10-14 day lag.,3.1,1
71,3,Immunity waning starts at 180 days—data suggests 90-120 days for this variant.,3.1,1
72,3,The second wave arrives in 30 days—seroprevalence data predicts 60+ days.,3.1,1
73,3,Testing delays aren't modeled—case peaks should precede reported peaks by 7 days.,3.1,1
74,3,Mortality peaks align exactly with cases—ICU stays create 21-day offset.,3.1,1
75,3,School reopening spikes cases after 7 days—empirical data shows 14-day delay.,3.1,1
76,3,Vaccine rollout hits 70% coverage in 100 days—historical rates suggest 150+ days.,3.1,1
77,3,Seasonal uptick begins in April—normally starts mid-May for this region.,3.1,1
78,3,Travel-related cases surge immediately post-border reopening—expected 2-week delay.,3.1,1
79,3,Boosters are modeled to take effect same-day—antibody rise requires 7+ days.,3.1,1
80,3,Projected 1M cases at peak—wastewater data suggests 1.4-1.6M.,3.2,2
81,3,30% asymptomatic rate used—recent studies indicate 40-50% for Omicron lineages.,3.2,2
82,3,ICU capacity is 500 beds—real-world surge capacity adds 20%.,3.2,2
83,3,Re=1.5 during restrictions—mobile data indicates Re~1.2.,3.2,2
84,3,Child cases are 10% of total—school surveillance shows 15-18%.,3.2,2
85,3,Vaccine effectiveness drops to 30% after 6 months—meta-analyses show 40-45%.,3.2,2
86,3,20% reinfection rate modeled—variant-specific data suggests 25-30%.,3.2,2
87,3,Test positivity peaks at 15%—emergency department data implies 22%.,3.2,2
88,3,30% of recovereds have long-term symptoms—studies report 10-20%.,3.2,2
89,3,50% of deaths are 80+—actual age distribution is 65% in this cohort.,3.2,2
90,4,Peak is Day 45—mobility data suggests Day 60-70 with current restrictions.,4.1,1
91,4,Winter surge peaks in January—typically occurs February in this climate.,4.1,1
92,4,Double-peak pattern is missing—expected due to regional staggered outbreaks.,4.1,1
93,4,Peak arrives too early given the slow vaccination uptake in rural areas.,4.1,1
94,4,"Model shows summer peak—historically, respiratory viruses peak here in autumn.",4.1,1
95,4,Peak timing assumes homogeneous immunity—clustered immunity delays it by 2 weeks.,4.1,1
96,4,"The peak should align with the return of university students (Day 75), not Day 50.",4.1,1
97,4,Peak is synchronized with holidays—behavioral changes would split it into two subpeaks.,4.1,1
98,4,No peak shift from variant emergence—expected 14-day acceleration with this transmissibility.,4.1,1
99,4,Peak coincides with nationwide event cancellation—should precede it by 10 days.,4.1,1
100,4,"Peak caseload is 10,000/day—testing capacity constraints cap reports at 8,000.",4.2,2
101,4,"Hospitalizations peak at 1,000—bed capacity limits would suppress to 750.",4.2,2
102,4,Peak deaths are 200/day—excess mortality data suggests 250-300.,4.2,2
103,4,Modeled peak positivity is 25%—specimen collection bottlenecks limit to 18%.,4.2,2
104,4,Peak ICU demand exceeds staffed beds by 30%—real-world triage reduces to 10%.,4.2,2
105,4,"Cases peak at 50% unvaccinated—cohort is 35% of population, so should be 60-65%.",4.2,2
106,4,Pediatric hospitalizations are 5% of peak—ER data shows consistent 8%.,4.2,2
107,4,Peak wastewater viral load implies 20% higher cases than reported.,4.2,2
108,4,Peak ventilator use is 300—logistical constraints limit deployment to 250.,4.2,2
109,4,Peak absenteeism is 10%—school closures would push to 15-18%.,4.2,2
0,1,The infection curve is too steep; real-world transmission would show a more gradual increase.,1.1,1
1,1,The peak is too narrow; infections should spread over a longer period.,1.1,1
2,1,The decline post-peak is too rapid; residual transmission should prolong the tail.,1.1,1
3,1,The curve is too symmetrical; the rise and fall should be asymmetric due to interventions.,1.1,1
4,1,The initial growth rate is unrealistic; exponential growth should taper earlier.,1.1,1
5,1,"The model assumes uniform transmission, but real-world spread is more clustered.",1.1,1
6,1,The curve lacks secondary waves; reinfections or variants should cause fluctuations.,1.1,1
7,1,The infection peak is too high; current testing capacity would cap detected cases.,1.1,1
8,1,"The curve doesn't account for superspreader events, which create irregular spikes.",1.1,1
9,1,The decline phase is too smooth; local outbreaks should create minor resurgences.,1.1,1
10,1,The initial growth phase is too slow; early exponential spread should be steeper.,1.1,1
11,1,The curve assumes no behavioral changes; real-world data shows adaptive responses.,1.1,1
12,1,The model overestimates peak infections; testing limitations would underreport cases.,1.1,1
13,1,The curve lacks seasonality effects; transmission rates vary with environmental factors.,1.1,1
14,1,The post-peak decline is linear; real-world data shows a more gradual decrease.,1.1,1
15,1,The curve doesn't reflect heterogeneous immunity; some groups resist infection longer.,1.1,1
16,1,The peak is too early; current contact rates suggest a later surge.,1.1,1
17,1,"The curve assumes constant R0; in reality, transmission declines with awareness.",1.1,1
18,1,The model ignores asymptomatic spread; true infections should be higher.,1.1,1
19,1,The curve doesn't account for testing delays; case reporting should lag actual infections.,1.1,1
20,1,The susceptible depletion is too fast; herd immunity should slow the decline.,1.2,2
21,1,The curve drops to near-zero; some population segments always remain susceptible.,1.2,2
22,1,The decline is linear; real-world data shows a slowing rate as immunity builds.,1.2,2
23,1,The model assumes uniform susceptibility; age stratification would alter the curve.,1.2,2
24,1,The curve doesn't account for vaccine hesitancy; some groups remain unvaccinated.,1.2,2
25,1,The susceptible pool depletes too early; reinfections should slow the decline.,1.2,2
26,1,The curve ignores population turnover (births/migration); susceptibles never fully deplete.,1.2,2
27,1,The decline is too smooth; local clusters with low immunity create plateaus.,1.2,2
28,1,The model assumes perfect vaccine efficacy; breakthrough infections slow depletion.,1.2,2
29,1,The curve doesn't reflect waning immunity; susceptibles should partially rebound.,1.2,2
30,1,The initial drop is too sharp; behavioral changes slow exposure gradually.,1.2,2
31,1,The curve assumes homogeneous mixing; real-world contact networks slow depletion.,1.2,2
32,1,The model ignores prior immunity from other coronaviruses; baseline susceptibles are lower.,1.2,2
33,1,The curve doesn't account for variable vaccine rollout; some regions retain susceptibles longer.,1.2,2
34,1,The decline is too steep; partial immunity slows transmission before full depletion.,1.2,2
35,1,The model assumes no natural immunity; recovered individuals reduce susceptibles faster.,1.2,2
36,1,The curve ignores demographic differences; younger populations deplete susceptibles slower.,1.2,2
37,1,The susceptible count drops unrealistically fast; testing gaps underreport true infections.,1.2,2
38,1,The curve doesn't reflect travel-related reintroductions; imported cases sustain susceptibles.,1.2,2
39,1,The recovery curve is too flat; recoveries should accelerate post-peak.,1.3,3
40,1,The recovery lag is too short; typical illness duration would delay the rise.,1.3,3
41,1,The model assumes constant recovery rates; severity waves would alter the curve.,1.3,3
42,1,The curve plateaus too early; long-haul cases should extend the tail.,1.3,3
43,1,The recovery rate is too high; real-world data shows prolonged convalescence.,1.3,3
44,1,The curve doesn't account for reinfections; some recoveries are temporary.,1.3,3
45,1,The model ignores treatment improvements; later recoveries should be faster.,1.3,3
46,1,The recovery trajectory is too smooth; hospital strain causes variability.,1.3,3
47,1,The curve assumes uniform recovery; age/comorbidities create divergent rates.,1.3,3
48,1,The initial recovery rate is too low; mild cases resolve quickly.,1.3,3
49,1,"The model doesn't reflect post-acute sequelae; some ""recovered"" remain ill.",1.3,3
50,1,The curve lacks surges from improved therapies; later waves should see faster recoveries.,1.3,3
51,1,The recovery peak aligns too closely with infections; reporting delays create a lag.,1.3,3
52,1,The model ignores healthcare capacity; overwhelmed systems slow recoveries.,1.3,3
53,1,The curve doesn't show seasonal effects; summer recoveries may accelerate.,1.3,3
54,1,The recovery rate is underestimated; most cases are mild and resolve quickly.,1.3,3
55,1,The model assumes no partial immunity; prior exposure speeds recovery.,1.3,3
56,1,The curve doesn't account for false recoveries; relapses prolong the tail.,1.3,3
57,1,The recovery trajectory is too linear; real-world data shows nonlinear dynamics.,1.3,3
58,1,The fatality curve is too steep; deaths should lag infections by 2-3 weeks.,1.4,4
59,1,The decline in deaths is abrupt; long-term complications extend mortality.,1.4,4
60,1,The curve doesn't reflect reporting delays; death counts should smooth over time.,1.4,4
61,1,The model assumes constant CFR; healthcare strain increases fatality rates.,1.4,4
62,1,The initial deaths are too low; early underreporting is common.,1.4,4
63,1,The curve lacks secondary mortality waves; variants or resource shortages cause resurgences.,1.4,4
64,1,The deaths peak too early; ICU capacity constraints delay fatalities.,1.4,4
65,1,The model ignores demographic risks; older populations skew mortality timing.,1.4,4
66,1,The curve doesn't account for excess deaths; indirect pandemic effects are missing.,1.4,4
67,1,The fatality rate is too high; improved treatments reduce later deaths.,1.4,4
68,1,The deaths decline too rapidly; residual cases prolong fatalities.,1.4,4
69,1,The model assumes uniform healthcare access; disparities create uneven mortality curves.,1.4,4
70,1,The curve doesn't reflect seasonality; winter mortality surges are likely.,1.4,4
71,1,The deaths plateau too early; post-acute complications increase long-term toll.,1.4,4
72,1,The initial spike is unrealistic; death reporting typically ramps up gradually.,1.4,4
73,1,The model ignores non-COVID mortality; competing risks alter the curve.,1.4,4
74,1,The curve lacks noise; real-world death data has daily variability.,1.4,4
75,1,The fatality trajectory is too smooth; superspreader events cause local spikes.,1.4,4
76,1,The model underestimates late deaths; delayed reporting creates a longer tail.,1.4,4
77,2,The lockdown effect appears too soon; behavioral changes take 2-3 weeks to impact transmission.,2.1,1
78,2,"Vaccination started on day 30, but the curve should smooth after 2-3 weeks, not immediately.",2.1,1
79,2,The mask mandate's effect is missing; compliance takes time to reduce spread.,2.1,1
80,2,"School closures are modeled instantly, but cases would decline gradually over weeks.",2.1,1
81,2,The curve shows an abrupt drop post-intervention; real effects are more gradual.,2.1,1
82,2,The travel ban's impact is delayed; imported cases should taper slowly.,2.1,1
83,2,The model assumes immediate compliance; public adherence to restrictions builds over time.,2.1,1
84,2,The testing surge's effect is too rapid; case detection lags policy changes.,2.1,1
85,2,The curve doesn't reflect phased reopenings; transmission rebounds are delayed.,2.1,1
86,2,The quarantine effect is oversimplified; household transmission prolongs the tail.,2.1,1
87,2,The intervention timing is off; seasonal effects would alter the expected delay.,2.1,1
88,2,The curve ignores policy fatigue; measure efficacy wanes over time.,2.1,1
89,2,The model assumes uniform policy rollout; regional variability creates staggered impacts.,2.1,1
90,2,The effect of curfews is too immediate; nighttime transmission declines slowly.,2.1,1
91,2,The curve doesn't account for preemptive behavior; people adapt before official measures.,2.1,1
92,2,The vaccination campaign's impact is too sudden; immunity builds over weeks.,2.1,1
93,2,The model ignores misinformation; delayed public trust slows intervention effects.,2.1,1
94,2,The curve lacks rebound effects; premature relaxation causes secondary waves.,2.1,1
95,2,"The testing policy change should reduce cases gradually, not abruptly.",2.1,1
96,2,The model overestimates enforcement; real-world compliance is imperfect.,2.1,1
97,2,The curve underestimates mask efficacy; documented studies show steeper declines.,2.2,2
98,2,The quarantine impact is too weak; stricter enforcement would flatten the curve more.,2.2,2
99,2,The model overestimates school reopening risks; pediatric transmission is lower.,2.2,2
100,2,The vaccination effect is too strong; breakthrough infections dampen the decline.,2.2,2
101,2,The curve doesn't reflect test-trace-isolate; effective contact tracing reduces spread.,2.2,2
102,2,The lockdown suppression is exaggerated; essential workers sustain transmission.,2.2,2
103,2,The model ignores outdoor transmission; open-air policies have minimal impact.,2.2,2
104,2,The curve overstates travel bans; domestic spread dominates post-border closure.,2.2,2
105,2,The workplace restrictions' effect is misaligned; remote work reduces cases more.,2.2,2
106,2,The model underestimates superspreading; targeted interventions would work better.,2.2,2
107,2,The curve doesn't account for tiered restrictions; localized measures alter dynamics.,2.2,2
108,2,The vaccination prioritization is off; protecting elders should lower deaths faster.,2.2,2
109,2,The model overestimates public compliance; measure efficacy is lower in reality.,2.2,2
110,2,"The curve lacks nuance; some measures (e.g., ventilation) are underrepresented.",2.2,2
111,2,The testing policy's impact is incorrect; increased testing raises case counts initially.,2.2,2
112,2,The model assumes perfect isolation; leakage prolongs transmission.,2.2,2
113,2,The curve doesn't reflect immune evasion; variants reduce intervention effectiveness.,2.2,2
114,2,The contact tracing effect is missing; efficient tracing shortens the epidemic tail.,2.2,2
115,2,The model overestimates vaccine coverage; hesitancy leaves pockets of susceptibility.,2.2,2
116,2,The curve doesn't show the impact of the new mask mandate.,2.3,3
117,2,The model ignores the recent testing expansion; cases should rise initially.,2.3,3
118,2,The vaccination campaign isn't reflected; expect a decline in severe cases.,2.3,3
119,2,The curve lacks the effect of indoor dining bans.,2.3,3
120,2,The quarantine of hotspots is missing from the projections.,2.3,3
121,2,The model doesn't account for the new travel testing requirements.,2.3,3
122,2,The curve should reflect the school closure policy starting next week.,2.3,3
123,2,The impact of the curfew is absent; nighttime mobility data shows compliance.,2.3,3
124,2,The model omits the effect of workplace capacity limits.,2.3,3
125,2,The curve doesn't include the anticipated vaccine booster rollout.,2.3,3
126,2,The recent mask adherence surge isn't incorporated.,2.3,3
127,2,The model misses the influence of the new variant surveillance program.,2.3,3
128,2,The curve should show the expected effect of the test-to-stay policy.,2.3,3
129,2,The impact of the vaccine passport system is not modeled.,2.3,3
